--- Execution profile ---
Total samples       : 5445

          ns  percent  samples  top
    15000000    0.06%        3  org.eclipse.rdf4j.rio.turtle.TurtleUtil.isPN_CHARS_BASE
    15000000    0.06%        3  org.eclipse.rdf4j.rio.turtle.TurtleParser.skipWSC
    15000000    0.06%        3  Matcher::xform
    15000000    0.06%        3  PhaseIdealLoop::build_loop_late
    15000000    0.06%        3  fwd_copy_aligned
    15000000    0.06%        3  G1GCPhaseTimes::record_or_add_thread_work_item
    15000000    0.06%        3  G1MergeHeapRootsTask::G1PrepareRegionsForEvacFailClosure::do_heap_region
    15000000    0.06%        3  NodeHash::hash_find_insert
    15000000    0.06%        3  PhaseChaitin::post_allocate_copy_removal
    15000000    0.06%        3  MachNode::rematerialize
